abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"Representative Jim Langevin of Rhode Island, made a quadriplegic at 16, sees the State of the Union address as an opportunity to show the high toll guns take.","WARWICK, R.I. — It happened a few minutes before the beginning of Jim Langevin’s junior cadet shift back in 1980.","{'main': 'A Personal Quest to Make Guns’ Toll More Visible', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Personal Quest to Make Guns’ Toll More Visible', 'name': None, 'seo': None, 'sub': None}",A Personal Quest to Make Guns’ Toll More Visible,0.16,0.54,-0.1,0.05,0.25,0.4,2013,2
"President Obama vowed Thursday to confront Republicans over the issue of closing tax loopholes, saying that he would relish a debate with those who insist Congress has done all it should to get more tax revenue from wealthy individuals and corporations.","LEESBURG, Va. – President Obama vowed Thursday to confront Republicans over the issue of closing tax loopholes, saying that he would relish a debate with those who insist that Congress has done all it should to get more tax revenue from wealthy individuals and corporations.","{'main': 'Obama Tells House Democrats He Will Confront Republicans on Taxes', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Obama Tells House Democrats He Will Confront Republicans on Taxes,0.5,0.75,0.5,0.75,0.0,0.0,2013,2
"The White House’s order to release classified documents came on the eve of the Senate hearing for John O. Brennan, President Obama’s choice to be C.I.A. director.","WASHINGTON — The White House on Wednesday directed the Justice Department to release to the two Congressional Intelligence Committees classified documents discussing the legal justification for killing, by drone strikes and other means, American citizens abroad who are considered terrorists.","{'main': 'Congress to See Memo Backing Drone Attacks on Americans', 'kicker': None, 'content_kicker': None, 'print_headline': 'Congress to Get Classified Memo On Drone Strike', 'name': None, 'seo': None, 'sub': None}",Congress to See Memo Backing Drone Attacks on Americans,0.0,0.0,0.018750000000000003,0.14375,0.0,0.0,2013,2
"An advertisement featuring a Muslim portrays him not as a security risk, but as an appealing, everyday American.","On a Sunday afternoon several months ago, I was engaged in one of my favorite religious rituals, watching pro football on television. During a break in the game, I reflexively clicked the “mute” button on the remote control. But my eyes stayed fixed on a startling commercial.","{'main': 'On TV, an Everyday Muslim as Everyday American', 'kicker': 'On Religion', 'content_kicker': None, 'print_headline': 'On TV, an Everyday Muslim as Everyday American', 'name': None, 'seo': None, 'sub': None}","On TV, an Everyday Muslim as Everyday American",0.09999999999999999,0.3666666666666667,-0.05,0.31875,-0.13333333333333333,0.39999999999999997,2013,2
"Former President Bill Clinton visited Leesburg, Va., on Friday morning to inject a healthy dose of energy and dispense some tough love.","LEESBURG, Va. – “We miss you!” someone in the audience of House Democrats shouted at the 42nd president of the United States.","{'main': 'At Retreat, Bill Clinton Tries to Rally House Democrats', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","At Retreat, Bill Clinton Tries to Rally House Democrats",0.1527777777777778,0.4833333333333334,0.0,0.0,-0.1,0.4,2013,2
"Emu oil, which comes from a block of fat that covers most of the bird’s body, has proved a boon for ranchers in an industry struggling with decline.","HAMILTON, Mont. — The Wild Rose Emu Ranch is a survivor in an unusual business.","{'main': 'Ranchers Find Hope in Flightless Bird’s Fat', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ranchers Find Hope In Flightless Bird’s Fat', 'name': None, 'seo': None, 'sub': None}",Ranchers Find Hope in Flightless Bird’s Fat,0.5,0.5,0.3,0.7833333333333333,0.0,0.0,2013,2
Samuel Mullet Sr. and 15 followers were sentenced to prison for a series of assaults that prosecutors said were motivated by religious intolerance.,The leader of a dissident Amish sect was sentenced on Friday to 15 years in prison for a series of bizarre beard- and hair-cutting attacks on other Ohio Amish that drew national attention.,"{'main': 'Amish Sect Leader Sentenced to 15 Years in Hair-Cutting Attacks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Amish Sect Leader Sentenced to 15 Years in Hair-Cutting Attacks', 'name': None, 'seo': None, 'sub': None}",Amish Sect Leader Sentenced to 15 Years in Hair-Cutting Attacks,0.0,0.25,0.1375,0.4875,0.0,0.0,2013,2
"California’s snowpack, which supplies water to more than 25 million people and almost one million acres of farmland, is measured monthly in the winter.","PHILLIPS, Calif. — Along Highway 50 in the Sierra Nevada, elevation 6,820 feet, a California winter ritual unfolded here on a recent morning. In the snow-blanketed meadow of a local homeowner’s backyard, reporters representing news organizations from across the state followed a man on skis who kept plunging an aluminum tube into the snow.","{'main': 'In California, Reading the Snow to Tell the Future for the Water Supply', 'kicker': None, 'content_kicker': None, 'print_headline': 'In California, Reading the Snow to Tell the Future for the Water Supply', 'name': None, 'seo': None, 'sub': None}","In California, Reading the Snow to Tell the Future for the Water Supply",0.5,0.5,0.0,0.125,0.0,0.125,2013,2
"With Republicans often sharply split on big issues like spending and taxes, Democratic votes have been decisive in getting major legislation through the House.","LEESBURG, Va. — After more than two trying years in the political wilderness, House Democrats who gathered here for their annual retreat are starting to appreciate a new political reality that few of them expected: They matter.","{'main': 'For Democrats in G.O.P.-Led House, a New Congress Means Some New Muscle', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Democrats in G.O.P.-Led House, a New Congress Means Some New Muscle', 'name': None, 'seo': None, 'sub': None}","For Democrats in G.O.P.-Led House, a New Congress Means Some New Muscle",-0.020833333333333332,0.45,0.04805194805194805,0.2506493506493507,0.13636363636363635,0.45454545454545453,2013,2
"Political news from today’s Times, plus a look at what’s happening in Washington.",In Today’s Times:,"{'main': 'The Early Word: Drones', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: Drones,0.0,0.1,0.0,0.0,0.1,0.3,2013,2
"As recently as 2010, Jack Lew, President Obama’s nominee to be the next Treasury secretary, had $56,000 invested in a CitiGroup venture capital fund based in the Cayman Islands.","As recently as 2010, Jack Lew, President Obama‘s nominee to be the next secretary of the Treasury, had $56,000 invested in a CitiGroup venture capital fund based in the Cayman Islands’ notorious Ugland House, a building whose mailboxes are home to nearly 19,000 corporate entities, many of them tax shelters.","{'main': 'Lew’s Cayman Islands Fund a Likely Issue at Confirmation Hearings', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Lew’s Cayman Islands Fund a Likely Issue at Confirmation Hearings,0.0,0.125,0.12,0.22999999999999998,0.0,1.0,2013,2
"White House officials described as dire the effects of the automatic, across-the-board cuts to defense and domestic spending that will kick in on March 1 unless Congress and President Obama agree on a plan to put them off.","5:12 p.m. | Updated With a real blizzard bearing down on New England, the policy wonks in the White House tried every which way they could on Friday to warn of the dangers of a different kind of storm.","{'main': 'White House Delivers Dire Warning About Automatic Cuts', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",White House Delivers Dire Warning About Automatic Cuts,0.03333333333333333,0.3333333333333333,0.13013468013468013,0.42390572390572395,0.0,0.0,2013,2
"Texas cities are moving ahead with the technology for turning sewage into drinking water, with some experts arguing that the process is safe and others deriding the idea as “toilet to tap.”",WICHITA FALLS — The idea of turning treated sewage into drinking water may give some people pause.,"{'main': 'Water-Reuse Ideas Go Forward, Despite ‘Toilet to Tap’ Concerns', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Water-Reuse Ideas Go Forward, Despite ‘Toilet to Tap’ Concerns', 'name': None, 'seo': None, 'sub': None}","Water-Reuse Ideas Go Forward, Despite ‘Toilet to Tap’ Concerns",0.23333333333333334,0.25,0.0,0.0,-0.03333333333333333,0.0,2013,2
"Despite a law passed by the Texas Legislature 10 years ago, some elected officials continue to act as lobbyists in their private work and to influence political outcomes.","Ten years ago, the Texas Legislature passed laws to restrict the lobbying of state agencies by lawmakers on behalf of private clients. Despite the reforms, some elected officials continue to lobby.","{'main': 'When Lawmakers Influence Politics in Their Private Jobs', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'When Lawmakers Influence Politics in Their Private Jobs', 'name': None, 'seo': None, 'sub': None}",When Lawmakers Influence Politics in Their Private Jobs,0.0,0.2375,0.0,0.1875,0.0,0.375,2013,2
"President Obama has renominated Marilyn B. Tavenner, now the acting leader, to run the agency in charge of Medicare and Medicaid.","President Obama has renominated Marilyn B. Tavenner to run the agency in charge of Medicare and Medicaid, and his action provided a reminder that the agency has been without a Senate-confirmed chief for more than six years.","{'main': 'With No Confirmed Medicare Chief for 6 Years, Obama Tries Again', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","With No Confirmed Medicare Chief for 6 Years, Obama Tries Again",0.0,0.0,0.3,0.3,-0.15000000000000002,0.7,2013,2
A study shows that second-generation Americans outperform the foreign born by many socioeconomic standards.,"Americans who were born to immigrant parents, many of them the adult children of an enormous wave of immigrants who began arriving in the 1960s, are doing better than the foreign born on important measures of socioeconomic success, and in at least one area — education — have outperformed the population as a whole.","{'main': 'Success of Immigrants’ Children Measured', 'kicker': None, 'content_kicker': None, 'print_headline': 'Success of Immigrants’ Children Measured', 'name': None, 'seo': None, 'sub': None}",Success of Immigrants’ Children Measured,0.1875,0.3125,0.175,0.4583333333333333,0.3,0.0,2013,2
"In a capital where moving from the Legislature to the lobby is unremarkable, it is also common to find legislators’ relatives working with the government.",John Pitts has a provision in his lobby contracts that tells his clients they are hiring him to lobby everyone at the Texas Capitol — except for the chairman of the House Appropriations Committee.,"{'main': 'Lawmakers and Lobbyists Tied by Blood', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Lawmakers And Lobbyists Tied by Blood', 'name': None, 'seo': None, 'sub': None}",Lawmakers and Lobbyists Tied by Blood,-0.3,0.5,0.0,0.0,0.0,0.0,2013,2
Recent polls show signs of an uptick in Republican support for providing a pathway to United States citizenship for illegal immigrants.,"With notable speed after the Nov. 6 presidential election, a number of Republican politicians and opinions makers — from House Speaker John A. Boehner to the talk show host Sean Hannity — altered their positions on immigration and expressed a new openness to comprehensive reform.","{'main': 'Signs of a Shift on Immigration Among G.O.P. Rank-and-File', 'kicker': 'FiveThirtyEight', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Signs of a Shift on Immigration Among G.O.P. Rank-and-File,-0.25,0.375,0.3181818181818182,0.4772727272727273,0.0,0.0,2013,2
College isn’t about chastising yourself for failing to meet arbitrary standards; it’s about affirming what is strong and good within you and working to nurture and guide what is not.,"Decades ago, the Oscars were acknowledged to be a self-congratulatory publicity blitz with a thin veneer of drama, sometimes intended to authenticate the managerial efforts of Hollywood’s money men. The honors were meted out beforehand, with the ceremonial excess tacked on as an afterthought three months after the winners had been announced.","{'main': 'The Problem With Playing the Scholarship Game', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Problem With Playing the Scholarship Game,0.3444444444444444,0.6444444444444445,-0.17500000000000002,0.6000000000000001,-0.4,0.4,2013,2
"As no new traces of Christopher J. Dorner, wanted in three shooting deaths, were found, the authorities wondered if he had somehow slipped through their fingers.","BIG BEAR LAKE, Calif. — The search for the former Los Angeles police officer wanted in three killings continued throughout Friday here, even as a blizzard covered the mountains with a foot of snow. But as no new traces of the suspect were found, the authorities wondered if he had somehow slipped through their fingers. ","{'main': 'Cold Trail and Blizzard Hamper Search for Ex-Officer in California Killings', 'kicker': None, 'content_kicker': None, 'print_headline': 'Cold Trail and Blizzard Hamper Search for Ex-Officer in California Killings', 'name': None, 'seo': None, 'sub': None}",Cold Trail and Blizzard Hamper Search for Ex-Officer in California Killings,-0.06818181818181818,0.45454545454545453,-0.022727272727272724,0.18484848484848485,-0.6,1.0,2013,2
Statehouses from South Carolina to North Dakota are trying to pass bills that would call for them to ignore or resist federal measures.,"DENVER — A tide of anger at Washington’s gun-control efforts is sweeping through statehouses from South Carolina to North Dakota, taking the form of laws that would let states ignore — or at least resist — any new national gun restrictions.","{'main': 'Some States Push Measures to Repel New U.S. Gun Laws', 'kicker': None, 'content_kicker': None, 'print_headline': 'Some States Push Measures To Repel New U.S. Gun Laws', 'name': None, 'seo': None, 'sub': None}",Some States Push Measures to Repel New U.S. Gun Laws,0.0,0.0,-0.2878787878787879,0.35151515151515156,0.13636363636363635,0.45454545454545453,2013,2
The House minority leader will join Representative Jim Langevin’s effort to raise awareness of gun violence.,"Representative Jim Langevin’s effort to bring victims of gun violence to the State of the Union address has a high-profile new participant, Jeremy W. Peters reports:","{'main': 'Pelosi to Bring Sandy Hook Guest to State of the Union', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Pelosi to Bring Sandy Hook Guest to State of the Union,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0,0.0,2013,2
"""Downton Abbey"" and ""Girls"" seem to be talking to each other. And it is a conversation of richer importance to our culture than the nudity on one show and the costumes on the other might suggest.","NEW YORK — On the surface, all they have in common is their Sunday airtime, at least in the United States. One television show is about English aristocrats, crisp, proper, well-dressed even in bed. The other is about four young women, often lost and very often unclothed, in a setting quite different from Yorkshire: Brooklyn, New York.","{'main': 'Freedom Has Its Own Constraints', 'kicker': 'Currents', 'content_kicker': None, 'print_headline': 'Freedom Has Its Own Constraints', 'name': None, 'seo': None, 'sub': None}",Freedom Has Its Own Constraints,-0.125,0.375,0.00888429752066116,0.36370523415977957,0.6,1.0,2013,2
"The agency, which announced an end to Saturday mail service this week, was helped by holiday shipping and election mailings, but its financial woes continued.","WASHINGTON — Holiday shipping and the 2012 election helped the Postal Service stem its losses, but the agency’s financial woes continued in the first quarter, which ended Dec. 31.","{'main': 'Post Office Slows Rate of Losses for Quarter', 'kicker': None, 'content_kicker': None, 'print_headline': 'Post Office Slows Rate Of Losses For Quarter', 'name': None, 'seo': None, 'sub': None}",Post Office Slows Rate of Losses for Quarter,0.0,0.0,0.125,0.16666666666666666,0.0,0.0,2013,2
"Natalie Hammond, a teacher who was shot during the rampage at Sandy Hook Elementary School, will be in the House chamber during the president’s speech.",Among the victims of gun violence who will be sitting in the House chamber on Tuesday night when President Obama delivers his State of the Union address will be a teacher who survived the massacre at Sandy Hook Elementary School.,"{'main': 'Newtown Survivor to Attend State of the Union Address', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Newtown Survivor to Attend State of the Union Address,0.3,0.9,0.3,0.9,0.0,0.0,2013,2
"Eddie Ray Routh, accused of killing Chris Kyle, the author of “American Sniper,” had been released from a hospital over his parents’ objections just days before the shooting, his lawyers said.","DALLAS — Eddie Ray Routh, the former Marine corporal accused of killing Chris Kyle, an author and retired Navy SEAL sniper, had been released from a veterans hospital here four days before the shootings over the objections of his parents, Mr. Routh’s court-appointed lawyers said.","{'main': 'Suspect in Texas Veteran’s Killing Was Hospitalized', 'kicker': None, 'content_kicker': None, 'print_headline': 'Suspect in Texas Veteran’s Killing Was Hospitalized', 'name': None, 'seo': None, 'sub': None}",Suspect in Texas Veteran’s Killing Was Hospitalized,0.0,0.0,0.0,0.0,0.0,0.0,2013,2
"Our quirky, discerning picks for the most interesting things to do around the state this week.",HOUSTON,"{'main': 'GTT ★', 'kicker': 'Texas Monthly', 'content_kicker': None, 'print_headline': 'GTT', 'name': None, 'seo': None, 'sub': None}",GTT ★,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,2013,2
"Early word of a proposal to end a national ban on gay members thwarted the executive board’s plan to discuss the matter quietly, leading to a delay, leaders said.","A leak from inside the Boy Scouts of America last month about discussions on possibly ending the group’s national ban on gay members changed the debate itself by creating an impression that change was imminent, according to scouting officials and taped comments from a meeting of scouting’s executive board obtained by The New York Times. ","{'main': 'Boy Scouts Say Gay Debate Was Ignited by a Leak', 'kicker': None, 'content_kicker': None, 'print_headline': 'Scouts Say Gay Debate Was Ignited By a Leak', 'name': None, 'seo': None, 'sub': None}",Boy Scouts Say Gay Debate Was Ignited by a Leak,0.17222222222222225,0.4055555555555555,0.13825757575757575,0.5261363636363636,0.4166666666666667,0.5833333333333334,2013,2
"The comforts of two chains of convenience stores — Wawa in the east, and Sheetz to the west — inspire Pennsylvanians to choose sides.","SELINSGROVE, Pa. — The fat columns and thick canopy are a neon Stonehenge, beckoning travelers to gather in pagan adulation. Out-of-staters passing by on Route 15 may be mystified by the name, but to residents of central Pennsylvania the brightly lighted Sheetz convenience store, stocked with Utz chips and a Cupo’ccino machine, is a source of pride — no, passion.","{'main': 'Fuel and Food Are Quick, but the Fealty Is Forever', 'kicker': None, 'content_kicker': None, 'print_headline': 'Fuel and Food Are Quick, but the Fealty Is Forever', 'name': None, 'seo': None, 'sub': None}","Fuel and Food Are Quick, but the Fealty Is Forever",0.0,0.0,0.13333333333333336,0.5083333333333333,0.3333333333333333,0.5,2013,2
"The long-awaited trial of Jim Greer, 50, a flamboyant former chairman of the Florida Republican Party who is accused of diverting campaign money for personal use, promises to further shake up the party.","ORLANDO, Fla. — The surroundings are far from opulent and the cocktails will have to wait, but as political events go, this one is expected to draw a who’s who of present and past Florida political notables: a former governor, a former State House speaker and a former State Senate president are all expected to drop by, and the current State House speaker, too. ","{'main': 'Florida Republicans Brace for a Fraud Trial, and an Airing of Old Grudges', 'kicker': None, 'content_kicker': None, 'print_headline': 'Florida Republicans Brace for a Fraud Trial, and an Airing of Old Grudges', 'name': None, 'seo': None, 'sub': None}","Florida Republicans Brace for a Fraud Trial, and an Airing of Old Grudges",0.0,0.26666666666666666,-0.031818181818181815,0.2409090909090909,0.1,0.2,2013,2
"The Weather Channel named the Northeastern blizzard Nemo, and the Internet pictured a cute orange fish and erupted in giggles.",Humor was not The Weather Channel’s intent when it started to give names to winter storms a few months ago. But humor is what it has provided — along with no small amount of controversy. ,"{'main': 'A Storm Is ‘No One,’ and Means Very Little', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Storm Is ‘No One,’ And Means Very Little', 'name': None, 'seo': None, 'sub': None}","A Storm Is ‘No One,’ and Means Very Little",0.5,1.0,-0.037500000000000006,0.25,-0.24375000000000002,0.65,2013,2
Lawmakers from both parties will appear on the Sunday talk shows to offer insight ahead of the president’s State of the Union Address.,"Lawmakers from both parties will appear on the Sunday talk shows to offer insight ahead of President Obama’s State of the Union address. They will also weigh in on the hot topics in Washington this week, including drones, torture and the emerging threat of cyberwarfare.","{'main': 'Sunday Breakfast Menu, Feb. 10', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Sunday Breakfast Menu, Feb. 10",0.0,0.0,0.25,0.8500000000000001,0.0,0.0,2013,2
"Whatever the changes since the days of rampant racism and corruption at the Los Angeles Police Department, an alleged killer’s charges — however unhinged — have struck a chord.","LOS ANGELES — For the Los Angeles Police Department, the allegations of departmental corruption and racism by a former police officer now accused of a revenge-fueled killing rampage are the words of a delusional man, detached from the reality of the huge improvements the force has undergone over the years.","{'main': 'Shooting Suspect’s Racism Allegations Resound for Some', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Some, Shooting Suspect’s Charges of Police Racism Resound', 'name': None, 'seo': None, 'sub': None}",Shooting Suspect’s Racism Allegations Resound for Some,-0.1,0.1,0.19999999999999998,0.45,0.0,0.0,2013,2
"Michelle Obama was among those at the funeral of Hadiya Pendleton, who performed at President Obama’s inauguration, and whose death has come to represent the cost of gun and gang violence.","CHICAGO — By the hundreds, mourners filed into the pews of a packed church on this city’s South Side on Saturday, clutching one another, weeping and wearing buttons adorned with the smiling face of Hadiya Pendleton, a 15-year-old girl whose death has come to represent the miserable cost of gun and gang violence.","{'main': 'Washington Officials Join in Mourning a Young Shooting Victim in Chicago', 'kicker': None, 'content_kicker': None, 'print_headline': 'Washington Officials Join in Mourning a Young Shooting Victim in Chicago', 'name': None, 'seo': None, 'sub': None}",Washington Officials Join in Mourning a Young Shooting Victim in Chicago,0.0,0.0,-1.0,1.0,0.012499999999999997,0.225,2013,2
"In his State of the Union address, President Obama will define a second term built around restoring economic prosperity while unveiling education, infrastructure, clean energy and manufacturing initiatives.","WASHINGTON — President Obama on Tuesday will seek to move beyond the politics of the moment to define a second-term agenda built around restoring economic prosperity to the middle class, using his State of the Union address to unveil initiatives in education, infrastructure, clean energy and manufacturing.","{'main': 'In Address, President Will Focus on the Middle Class', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Address, President Will Lay Out Agenda Focused on the Middle Class', 'name': None, 'seo': None, 'sub': None}","In Address, President Will Focus on the Middle Class",0.18888888888888888,0.30000000000000004,0.18888888888888888,0.30000000000000004,0.0,0.0,2013,2
"The schools are using bonds that delay payment for years, or even decades, but at a much higher overall cost.","LOS ANGELES — School officials in Santa Ana were in a bind several years ago: they wanted to build hundreds of new classrooms, but feared that voters would rebel against tax increases to pay for the construction.","{'main': 'California Schools Finance Upgrades by Making the Next Generation Pay', 'kicker': None, 'content_kicker': None, 'print_headline': 'California Schools Finance Upgrades By Making the Next Generation Pay', 'name': None, 'seo': None, 'sub': None}",California Schools Finance Upgrades by Making the Next Generation Pay,0.125,0.25,0.06818181818181818,0.22727272727272727,0.0,0.0,2013,2
"Senator Carl Levin told Republicans that they were out of bounds for demanding additional financial information from Chuck Hagel, the nominee for defense secretary.","WASHINGTON — Senator Carl Levin, the chairman of the Senate Armed Services Committee, told the committee’s top Republican on Friday that he and other Senate Republicans were out of bounds for demanding additional financial information from Chuck Hagel, President Obama’s choice to be defense secretary.","{'main': 'Panel Chairman Criticizes G.O.P. Request on Hagel’s Financial Data', 'kicker': None, 'content_kicker': None, 'print_headline': 'Panel Chairman Criticizes G.O.P. Request on Hagel’s Financial Data', 'name': None, 'seo': None, 'sub': None}",Panel Chairman Criticizes G.O.P. Request on Hagel’s Financial Data,0.0,0.0,0.125,0.2916666666666667,0.0,0.0,2013,2
"In New Orleans band is considered a sport, and the battle is on in the week leading up to Mardi Gras.","NEW ORLEANS — In other parts of New Orleans, school bands have spent recent weeks marching up and down narrow neighborhood streets, often followed by flocks of children. But not around McDonogh 35 High School in the Seventh Ward, where neighbors say the band remains in school, hunched over its music and cramming for Carnival parades.","{'main': 'A School Band With History Crams for Carnival', 'kicker': None, 'content_kicker': None, 'print_headline': 'A School Band With History Crams for Carnival', 'name': None, 'seo': None, 'sub': None}",A School Band With History Crams for Carnival,0.13636363636363635,0.45454545454545453,-0.01847853535353536,0.3578724747474748,0.0,0.0,2013,2
"The former congressman from Illinois, who resigned last year citing ill health, was investigated by federal prosecutors for possible misuse of campaign funds.","Jesse L. Jackson Jr., the former congressman who resigned last year citing ill health, has signed a plea agreement with federal prosecutors who had been investigating his possible misuse of campaign funds, a person familiar with the case said Friday. ","{'main': 'Jesse Jackson Jr. Said to Enter Plea', 'kicker': None, 'content_kicker': None, 'print_headline': 'Jesse Jackson Jr. Said to Enter Plea', 'name': None, 'seo': None, 'sub': None}",Jesse Jackson Jr. Said to Enter Plea,-0.125,0.5166666666666666,-0.025,0.5133333333333333,0.0,0.0,2013,2
"Teachers at Ashley Hall in Charleston, S.C., remained on edge, trying to grasp how Alice Boland, a woman with a public history of mental illness, managed to buy a gun a week earlier.","CHARLESTON, S.C. — The gentle pace of life on the campus of Ashley Hall, South Carolina’s only all-girls preparatory school, appeared to be back on Friday. Parents lined up in the shade of the live oaks to pick up their children. A luncheon for alumnae of the school, which was founded in 1909, went on as planned.","{'main': 'Suspect in Botched Shooting Bought Gun Legally Despite Mental Illness', 'kicker': None, 'content_kicker': None, 'print_headline': 'Suspect in Botched Shooting Bought Gun Legally Despite Mental Illness', 'name': None, 'seo': None, 'sub': None}",Suspect in Botched Shooting Bought Gun Legally Despite Mental Illness,-0.03333333333333333,0.25555555555555554,0.08409090909090909,0.575,0.05,0.2,2013,2
"Bruce Robison and Kelly Willis, who are releasing their first full-length album together, name their half-dozen favorite love songs.","Bruce Robison and Kelly Willis have been married for 16 years, but they will tie the knot professionally on Tuesday with the release of “Cheater’s Game,” their first full-length album together. ","{'main': 'Texas Country’s ‘First Couple’ and Their Love Songs', 'kicker': 'Texas Monthly', 'content_kicker': None, 'print_headline': 'Texas Country’s ‘First Couple’ and Their Love Songs', 'name': None, 'seo': None, 'sub': None}",Texas Country’s ‘First Couple’ and Their Love Songs,0.3208333333333333,0.5916666666666667,0.046666666666666655,0.30333333333333334,0.375,0.4666666666666667,2013,2
"The storm system that walloped New England has also aggravated the sea, placing much of the east coast under a coastal flood warning and inundating some low-lying areas.","SALISBURY, Mass. — When high tide came on Saturday morning, Nancy Bemis was photographing the sea, as she does every storm, standing at the porch door to her apartment, which is tucked into the tangle of power lines and buildings where residents crane to see the sea from the shoreline of this small beach community.","{'main': 'Snapshots of an Angry Sea, and a Ride in a Front-End Loader', 'kicker': 'Salisbury Journal', 'content_kicker': None, 'print_headline': 'Snapshots of an Angry Sea, And a Ride in a Front-End Loader', 'name': None, 'seo': None, 'sub': None}","Snapshots of an Angry Sea, and a Ride in a Front-End Loader",0.16818181818181818,0.32727272727272727,-0.045,0.47000000000000003,-0.5,1.0,2013,2
A new bill aims to close the so-called gun-show loophole by requiring background checks in sales at such events.,"SANTA FE, N.M. — As state lawmakers around the country wrestle with whether to tighten gun laws, the fierce debate has not always fallen neatly along party lines — especially in the West. ","{'main': 'New Mexico Inches Toward Stricter Gun Controls', 'kicker': None, 'content_kicker': None, 'print_headline': 'New Mexico Inches Toward Stricter Gun Controls', 'name': None, 'seo': None, 'sub': None}",New Mexico Inches Toward Stricter Gun Controls,0.06818181818181818,0.4772727272727273,0.0,1.0,0.13636363636363635,0.45454545454545453,2013,2
"Environmentalists are escalating a campaign to close Luminant power plants in Freestone, Rusk and Monticello in Titus Counties.","FAIRFIELD — Staring across a lake at the oldest coal-fired power plant in Texas, Mayor Roy W. Hill thinks back to the early 1970s, when his father helped bring the plant to the area.","{'main': 'Sierra Club Taking Aim at East Texas Coal Plants', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Sierra Club Taking Aim at East Texas Coal Plants', 'name': None, 'seo': None, 'sub': None}",Sierra Club Taking Aim at East Texas Coal Plants,0.0,0.0,0.05,0.15,0.0,0.0,2013,2
"Gabrielle Giffords, the former Democratic congresswoman from Arizona, is settling into the third act of her public life as she shifts to dedicate her career to reducing gun violence.","TUCSON — Gabrielle Giffords looked slightly stricken as she considered the question: Would she feel bad about starring in a political advertisement against her former House colleagues who declined to stand with her on guns? “Yes,” she said, it would be painful. ","{'main': 'Giffords Eases Steadily Into New Life, and Cause', 'kicker': None, 'content_kicker': None, 'print_headline': 'Giffords Eases Steadily Into New Life, and Cause', 'name': None, 'seo': None, 'sub': None}","Giffords Eases Steadily Into New Life, and Cause",0.0,0.022222222222222223,-0.3133333333333333,0.36666666666666664,0.1515151515151515,0.4772727272727273,2013,2
"Police Chief Charlie Beck said he was reopening the case against Christopher J. Dorner to prove the department’s transparency, given its history of racism and corruption.","LOS ANGELES — The Los Angeles Police Department will reopen its investigation into the 2007 episode that led to the firing of Christopher J. Dorner, the former police officer who is wanted in three killings, department officials said Saturday night. ","{'main': 'Los Angeles to Reopen Its Inquiry of Officer', 'kicker': None, 'content_kicker': None, 'print_headline': 'Los Angeles To Reopen Its Inquiry Of Officer', 'name': None, 'seo': None, 'sub': None}",Los Angeles to Reopen Its Inquiry of Officer,0.0,0.0,0.0,0.0,0.0,0.0,2013,2
